scan,ctemp,angle,intensity,shift,fitted_center,fitted_sigma,is_shifted,is_changing,status
67,819.94733,18.86425,474.49322,0.0,18.85921497823786,0.08463651773180755,False,False,stable
67,819.94733,20.17536,211.65409999999997,0.0,20.171487832437744,0.11269374858345696,False,False,stable
68,820.00311,25.05924,1154.17976,0.0,25.04588083723137,0.07585054231872343,False,True,stable
68,820.00311,16.53704,958.73902,0.0,16.534101433699533,0.07765270024784743,False,False,stable
68,820.00311,18.86425,475.67210000000006,0.0,18.859635701005235,0.08456001615202316,False,False,stable
68,820.00311,20.17536,212.64715999999999,0.0,20.172069784877074,0.11191050638739741,False,False,stable
69,820.02039,25.05924,1157.48612,0.0,25.045886543151866,0.07567674016273977,False,True,stable
69,820.02039,16.53704,958.3074,0.0,16.534136782721554,0.07759749239101502,False,False,stable
69,820.02039,18.86425,475.31658,0.0,18.859517324331865,0.08438023783212681,False,False,stable
69,820.02039,20.17536,212.38467999999997,0.0,20.171923893152,0.11191850113870128,False,False,stable
70,820.01288,25.05924,1164.9269,0.0,25.045919733353028,0.07562528600897572,False,True,stable
70,820.01288,16.53704,969.8176599999999,0.0,16.53425423170362,0.0774440033112351,False,True,stable
70,820.01288,18.86425,480.74219999999997,0.0,18.859720309374957,0.08419875861396614,False,True,stable
70,820.01288,20.17536,213.25758000000002,0.0,20.1723020408726,0.1120526003754352,False,False,stable
71,819.99518,25.05924,1167.71726,0.0,25.04610413276135,0.07557274712476773,False,True,stable
71,819.99518,16.53704,969.4967800000002,0.0,16.534137700764436,0.07737187070534975,False,False,stable
71,819.99518,18.86425,483.45469999999995,0.0,18.859406877798065,0.08407859271434658,False,True,stable
71,819.99518,20.17536,214.12914,0.0,20.17206701012869,0.11170171705648416,False,False,stable
72,820.02161,25.05924,1171.5421600000002,0.0,25.046160348983303,0.07551971043463133,False,True,stable
72,820.02161,16.53704,969.7361799999999,0.0,16.534261385864458,0.077191997359478,False,False,stable
72,820.02161,18.86425,483.2492799999999,0.0,18.859607756334185,0.08379493629613201,False,False,stable
72,820.02161,20.17536,212.41696000000002,0.0,20.171736901230094,0.11183308508014542,False,True,stable
73,819.9751,25.05924,1170.94044,0.0,25.046192482430403,0.0753921409420383,False,False,stable
73,819.9751,16.53704,967.5661,0.0,16.534270782245517,0.07714377054909675,False,True,stable
73,819.9751,18.86425,481.90926,0.0,18.859476584995022,0.0838273738912603,False,True,stable
73,819.9751,20.17536,213.3355,0.0,20.171745762185893,0.1114326547041955,False,False,stable
