scan,ctemp,angle,intensity,shift,fitted_center,fitted_sigma,is_shifted
110,819.99377,20.36112,284.93914,0.0,20.3165658295416,0.18906433978001516,False
111,820.0072,28.88886,1034.0900399999998,0.0,28.87524861164687,0.08306259857800907,False
111,820.0072,16.4881,564.84574,0.0,16.453931206195897,0.17076225498838188,False
111,820.0072,20.36112,288.11844,0.0,20.316177750372766,0.19053533424823058,False
112,820.00427,28.88886,1033.0194800000002,0.0,28.875163215098368,0.0830804814131094,False
112,820.00427,16.4881,562.61744,0.0,16.453610594089582,0.17118256955227407,False
112,820.00427,20.36112,287.63798,0.0,20.316879974523825,0.18980903435057792,False
113,819.96558,28.88886,1034.99272,0.0,28.87492659365447,0.08302092036711071,False
113,819.96558,16.4881,561.2946999999999,0.0,16.45354208948828,0.17142922508990308,False
113,819.96558,20.36112,287.18337999999994,0.0,20.31702006146596,0.1894467363973846,False
114,819.99219,28.88886,1036.12538,0.0,28.87523774175597,0.08303349617835816,False
114,819.99219,16.4881,559.2286200000001,0.0,16.45319011996391,0.1717736094675609,False
114,819.99219,20.36112,287.32318000000004,0.0,20.31689673343032,0.18949181408420135,False
115,819.97839,28.88886,1031.54088,0.0,28.875545732527925,0.08291249288404517,False
115,819.97839,16.4881,560.0293399999999,0.0,16.45399664379788,0.1712583949095166,False
115,819.97839,20.36112,285.54668000000004,0.0,20.317477446315564,0.18997062091722028,False
116,819.97443,28.88886,1029.88812,0.0,28.87519074087812,0.08295992816541688,False
116,819.97443,16.4881,558.43004,0.0,16.45318227956413,0.17146178774627627,False
116,819.97443,20.36112,285.90592,0.0,20.317361703163222,0.18883674553974522,False
117,820.01453,28.88886,1031.41936,0.0,28.875635464867976,0.08296203378891795,False
117,820.01453,16.4881,556.9337400000001,0.0,16.453614478272335,0.1723577155674279,False
117,820.01453,20.36112,285.39534,0.0,20.316075267147244,0.18966633230196,False
118,819.98621,28.88886,1034.09814,0.0,28.87528192610062,0.08289734243755176,False
118,819.98621,16.4881,557.9503,0.0,16.453873905932085,0.17151643442443665,False
118,819.98621,20.36112,284.98519999999996,0.0,20.316498429276592,0.1899116083649364,False
119,819.97699,28.88886,1034.4617600000001,0.0,28.875435497283377,0.08286867482319016,False
119,819.97699,16.4881,558.9358599999999,0.0,16.45396278315984,0.17148165489769315,False
119,819.97699,20.36112,286.21776000000006,0.0,20.31611250111262,0.19025838877685297,False
120,819.97662,28.88886,1035.19816,0.0,28.87516464713768,0.08281546104816494,False
120,819.97662,16.4881,560.68458,0.0,16.453188762792667,0.17191297489869312,False
120,819.97662,20.36112,287.66022,0.0,20.31646190058463,0.18982958800843425,False
121,819.96753,28.88886,1038.2320599999998,0.0,28.875225530651093,0.08280971783874237,False
121,819.96753,16.4881,562.1622199999999,0.0,16.453640277338586,0.17132058218353063,False
121,819.96753,20.36112,287.39462,0.0,20.317395549770424,0.1896968325945913,False
122,819.98132,28.88886,1036.0294600000002,0.0,28.87518965668316,0.08281901257591083,False
122,819.98132,16.4881,558.5186,0.0,16.45317789325763,0.17218104645482307,False
122,819.98132,20.36112,286.81522,0.0,20.31647850696897,0.18992564470895787,False
123,820.01562,28.88886,1031.2075399999999,0.0,28.87531768304096,0.08278105919913287,False
123,820.01562,16.4881,559.335,0.0,16.45333757569837,0.17172624828764174,False
123,820.01562,20.36112,286.02262,0.0,20.316904204829743,0.1902851468580985,False
124,820.0481,28.88886,1031.51844,0.0,28.875404147494706,0.08278753164457392,False
124,820.0481,16.4881,559.2620599999999,0.0,16.453666931504124,0.17170080376516103,False
124,820.0481,20.36112,285.08148,0.0,20.315851352511693,0.19090035961811364,False
125,820.00781,28.88886,1030.0174199999997,0.0,28.875218490549084,0.08272729728937173,False
125,820.00781,16.4881,559.56276,0.0,16.453629438705217,0.1709334282359837,False
125,820.00781,20.36112,285.14252,0.0,20.31709250026048,0.19051975806439286,False
126,820.00891,28.88886,1030.0792199999999,0.0,28.87546164390131,0.0827414799926764,False
126,820.00891,16.4881,557.20006,0.0,16.453606667528796,0.17144528695057645,False
126,820.00891,20.36112,284.04632000000004,0.0,20.316310848179842,0.19161728064501726,False
127,819.99768,28.88886,1028.12764,0.0,28.875225815931834,0.08271526101758503,False
127,819.99768,16.4881,556.80108,0.0,16.45354797581501,0.1718942333824374,False
127,819.99768,20.36112,283.82581999999996,0.0,20.315494589648672,0.19089806348026012,False
128,819.99829,28.88886,1044.6677399999999,0.0,28.87563266409127,0.08272541799049626,False
128,819.99829,16.4881,563.54902,0.0,16.45390006371471,0.1716485390207375,False
128,819.99829,20.36112,287.34882,0.0,20.31620626591972,0.19089252458767303,False
129,819.99231,28.88886,1041.46032,0.0,28.875610150006473,0.08262364689680275,False
129,819.99231,16.4881,563.22222,0.0,16.45373432164141,0.1714335166241789,False
129,819.99231,20.36112,286.54452000000003,0.0,20.316824562717006,0.19143205489676743,False
130,820.04498,28.88886,1033.2496800000001,0.0,28.87539954244866,0.0826956611221795,False
130,820.04498,16.4881,560.4825,0.0,16.453640890186385,0.1716680238614711,False
130,820.04498,20.36112,285.88014000000004,0.0,20.31649102149181,0.1903467192152637,False
131,None,28.88886,208.52192399999998,0.0,28.875424028724087,0.08262952243639016,False
131,None,16.4881,111.90136,0.0,16.453443511648498,0.17226784408625864,False
131,None,20.36112,57.47673999999999,0.0,20.315416291414614,0.18912556598705413,False
