scan,ctemp,angle,intensity,shift,fitted_center,fitted_sigma,is_shifted
31,685.1684,28.67567,302.91306,0.0,28.6973998015618,0.19433032553857235,False
31,685.1684,25.93968,238.99816,0.0,25.89394452128064,0.23777587527808036,False
32,691.77441,15.56426,606.53,0.0,15.523774972858677,0.2047710435142076,False
32,691.77441,28.67567,306.20358,0.0,28.69429462561902,0.19202730510241459,False
32,691.77441,25.93968,239.6453,0.0,25.893228611529064,0.2348997205343171,False
33,697.44678,15.56426,606.56566,0.0,15.523359079567113,0.20342669770017435,False
33,697.44678,28.67567,305.88872000000003,0.0,28.690952073508612,0.19310740809014504,False
33,697.44678,25.93968,239.34196000000003,0.0,25.893718916323554,0.23358353349375427,False
34,703.43323,15.56426,607.7451199999999,0.0,15.523386798828268,0.20236395986762462,False
34,703.43323,28.67567,308.55267999999995,0.0,28.68891618321967,0.19122473312737462,False
34,703.43323,25.93968,239.66768000000002,0.0,25.89310267610289,0.23266511498979872,False
35,710.38812,15.56426,609.81604,0.0,15.524052212738468,0.2004962557014953,False
35,710.38812,28.67567,311.40252,0.0,28.6843789830143,0.18807094797934298,False
35,710.38812,25.93968,240.30156000000002,0.0,25.891447129972832,0.2305993377035675,False
36,716.30212,15.56426,609.19242,0.0,15.523314453975503,0.1996215597527873,False
36,716.30212,28.64014,311.68572,-0.035530000000001394,28.67303557671648,0.17263493707202596,True
36,716.30212,25.93968,241.13562000000002,0.0,25.892815772657304,0.22689995388901907,False
37,722.32489,15.56426,612.3677599999999,0.0,15.523488176057361,0.1983513247436773,False
37,722.32489,28.64014,314.72457999999995,0.0,28.6710356736837,0.17114484569232005,False
37,722.32489,25.93968,242.40742,0.0,25.89291224453064,0.22549952041314403,False
38,728.26678,15.56426,617.89784,0.0,15.523658982920443,0.19715180764061224,False
38,728.26678,28.64014,320.96873999999997,0.0,28.66834085271721,0.1691773261605453,False
38,728.26678,25.93968,243.25853999999998,0.0,25.89076064161114,0.2265424533056939,False
39,734.39148,15.56426,618.5997799999999,0.0,15.523532941233558,0.1949824247298325,False
39,734.39148,28.64014,323.11812000000003,0.0,28.665354275763164,0.1680206511812026,False
39,734.39148,25.93968,243.52310000000003,0.0,25.891645984952522,0.2230417621835516,False
40,740.45502,15.56426,619.6096,0.0,15.522997409706193,0.19378251166049437,False
