    #,       tth, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,   A34410,     kpow,      ch5,      ch6,      ch7,     TEMP,   TTIMER,   gkcnt1,   gkcnt2,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18,   agdaq1,   agdaq2,   agdaq3,   agdaq4
    0, 21.0030078,        2,    65227,   1.0000,    69620,      734,     0000, 3.0662149e-05,        0,        0,        3,    68701,    68377,        0,        0,        0,        0,       -2,     1657,     5953,      806,      822,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
    1, 21.0080078,        6,    65124,   1.0000,    69667,      736,     0000, 9.2131933e-05,        0,        0,        6,    68755,    68394,        0,        0,        0,        0,       -2,     1621,     5973,      841,      833,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
    2, 21.0130078,        4,    65180,   1.0000,    69731,      735,     0000, 6.1368518e-05,        0,        0,        6,    68782,    68492,        0,        0,        0,        0,       -2,     1626,     5925,      810,      783,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
    3, 21.0180078,        9,    65185,   1.0000,    69746,      734,     0000, 0.00013806857,        0,        0,       11,    68766,    68499,        0,        0,        0,        0,       -2,     1599,     5913,      815,      831,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
    4, 21.0230078,        7,    65189,   1.0000,    69738,      735,     0000, 0.00010738008,        0,        0,        7,    68737,    68511,        0,        0,        0,        0,       -2,     1637,     5908,      851,      810,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
    5, 21.0280078,        3,    65081,   1.0000,    69618,      736,     0000, 4.6096403e-05,        0,        0,        3,    68588,    68373,        0,        0,        0,        0,       -2,     1528,     5873,      782,      820,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
    6, 21.0330078,       10,    65036,   1.0000,    69587,      737,     0000, 0.00015376099,        0,        0,       11,    68539,    68350,        0,        0,        0,        0,       -2,     1620,     5938,      852,      822,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
    7, 21.0380078,        8,    65017,   1.0000,    69556,      738,     0000, 0.00012304474,        0,        0,        9,    68476,    68325,        0,        0,        0,        0,       -2,     1550,     5921,      788,      830,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
    8, 21.0430078,        2,    65023,   1.0000,    69549,      736,     0000, 3.0758347e-05,        0,        0,        2,    68504,    68248,        0,        0,        0,        0,       -2,     1614,     5931,      810,      852,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
    9, 21.0480078,        7,    65045,   1.0000,    69576,      737,     0000, 0.0001076178,        0,        0,        7,    68510,    68274,        0,        0,        0,        0,       -2,     1661,     5916,      853,      839,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   10, 21.0530078,        6,    65063,   1.0000,    69593,      738,     0000, 9.2218311e-05,        0,        0,        6,    68553,    68223,        0,        0,        0,        0,       -2,     1578,     5975,      827,      853,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   11, 21.0580078,        9,    65110,   1.0000,    69639,      738,     0000, 0.00013822761,        0,        0,        9,    68569,    68253,        0,        0,        0,        0,       -2,     1668,     6164,      876,      890,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   12, 21.0630078,        7,    65069,   1.0000,    69621,      737,     0000, 0.00010757811,        0,        0,        7,    68530,    68200,        0,        0,        0,        0,       -2,     1643,     6131,      908,      834,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   13, 21.0680078,        7,    65039,   1.0000,    69586,      737,     0000, 0.00010762773,        0,        0,        7,    68487,    68171,        0,        0,        0,        0,       -2,     1602,     5986,      822,      788,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   14, 21.0730078,        7,    65000,   1.0000,    69533,      737,     0000, 0.00010769231,        0,        0,        8,    68418,    68117,        0,        0,        0,        0,       -2,     1609,     5876,      768,      836,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   15, 21.0780078,        4,    65037,   1.0000,    69579,      737,     0000, 6.1503452e-05,        0,        0,        5,    68475,    68138,        0,        0,        0,        0,       -2,     1565,     5993,      824,      831,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   16, 21.0830078,        6,    65058,   1.0000,    69596,      738,     0000, 9.2225399e-05,        0,        0,        7,    68511,    68161,        0,        0,        0,        0,       -2,     1654,     6001,      873,      858,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   17, 21.0880078,        4,    65085,   1.0000,    69602,      736,     0000, 6.1458093e-05,        0,        0,        4,    68554,    68151,        0,        0,        0,        0,       -2,     1551,     5886,      854,      850,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
