    #,       tth, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,   A34410,     kpow,      ch5,  mpf_top,  mpf_bot,     TEMP,   TTIMER,    CTEMP,    Timer,   gkcnt1,   gkcnt2,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18,   agdaq1,   agdaq2,   agdaq3,   agdaq4
   33, 1193.5426,      180,   648016,   5.0000,   690750,     2379,     0000, 0.00027777092,        0,        0,      180,   907416,   903942,        0,        0, 697.44678, 183015.03,        0,        0,      299,    29018,    81795,    19246,    11832,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   34, 1229.2410,      162,   647153,   5.0000,   689872,     2377,     0000, 0.0002503272,        0,        0,      161,   905778,   903032,        0,        0, 703.43323, 183050.74,        0,        0,      315,    29090,    81433,    19473,    11737,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   35, 1264.9489,      175,   645752,   5.0000,   688540,     2362,     0000, 0.00027100187,        0,        0,      175,   905268,   900272,        0,        0, 710.38812, 183092.45,        0,        0,      311,    28757,    80915,    18901,    11619,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   36, 1306.6563,      158,   644856,   5.0000,   687598,     2384,     0000, 0.00024501594,        0,        0,      158,   903005,   899801,        0,        0, 716.30212, 183128.15,        0,        0,      332,    28986,    82038,    19319,    11706,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   37, 1342.3606,      168,   647066,   5.0000,   690074,     2385,     0000, 0.00025963348,        0,        0,      168,   905246,   903492,        0,        0, 722.32489, 183163.86,        0,        0,      303,    29011,    81358,    19090,    11612,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   38, 1378.0709,      191,   651273,   5.0000,   694369,     2399,     0000, 0.00029327179,        0,        0,      191,   911885,   908946,        0,        0, 728.26678, 183199.57,        0,        0,      292,    29219,    81598,    19043,    11471,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   39, 1413.7781,      160,   650205,   5.0000,   693321,     2399,     0000, 0.00024607624,        0,        0,      160,   910332,   907629,        0,        0, 734.39148, 183236.65,        0,        0,      293,    29475,    81731,    18674,    11621,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   40, 1451.3047,      180,   649233,   5.0000,   692220,     2396,     0000, 0.00027725023,        0,        0,      179,   909886,   905185,        0,        0, 740.45502, 183272.83,        0,        0,      292,    28998,    81632,    18643,    11820,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   41, 1513.4926,      183,   647575,   5.0000,   690490,     2381,     0000, 0.00028259275,        0,        0,      183,   906869,   903486,        0,        0, 750.77979, 183334.99,        0,        0,      274,    29377,    80906,    18274,    11483,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   42, 1549.2031,      188,   646708,   5.0000,   689403,     2382,     0000, 0.00029070307,        0,        0,      188,   905609,   902069,        0,        0, 756.79272, 183370.71,        0,        0,      242,    29105,    80668,    18023,    11454,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   43, 1584.9230,      164,   645806,   5.0000,   688515,     2385,     0000, 0.00025394623,        0,        0,      164,   904524,   900502,        0,        0, 762.72552, 183406.43,        0,        0,      235,    28782,    79690,    17618,    11481,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   44, 1620.6372,      168,   644688,   5.0000,   687455,     2413,     0000, 0.00026059117,        0,        0,      167,   903621,   898932,        0,        0, 768.68817, 183442.14,        0,        0,      228,    28756,    79996,    17355,    11501,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   45, 1656.3558,      178,   652205,   5.0000,   695372,     2411,     0000, 0.00027292032,        0,        0,      178,   913528,   910077,        0,        0, 774.63019, 183477.87,        0,        0,      220,    28925,    80339,    17078,    11297,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   46, 1692.0854,      163,   651336,   5.0000,   694401,     2418,     0000, 0.00025025486,        0,        0,      163,   912074,   909162,        0,        0, 780.56378, 183513.58,        0,        0,      217,    28559,    79111,    16387,    11367,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   47, 1727.7965,      155,   650416,   5.0000,   693546,     2388,     0000, 0.00023830902,        0,        0,      155,   911579,   906828,        0,        0, 786.44873, 183549.29,        0,        0,      193,    28325,    78335,    15936,    11220,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   48, 1763.4964,      169,   649154,   5.0000,   692196,     2382,     0000, 0.00026033884,        0,        0,      169,   908914,   906054,        0,        0, 792.39862, 183584.99,        0,        0,      207,    27758,    76829,    15478,    11194,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   49, 1799.2020,      175,   648136,   5.0000,   691219,     2379,     0000, 0.00027000506,        0,        0,      174,   907959,   904224,        0,        0, 798.35791, 183620.7,        0,        0,      192,    26212,    73290,    14275,    10433,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   50, 1834.9128,      166,   647315,   5.0000,   689982,     2390,     0000, 0.00025644393,        0,        0,      167,   906886,   902882,        0,        0, 804.30292, 183656.42,        0,        0,      167,    23781,    67266,    12494,     9629,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   51, 1870.6283,      149,   646559,   5.0000,   689315,     2394,     0000, 0.00023045074,        0,        0,      149,   904721,   902703,        0,        0, 810.26093, 183692.12,        0,        0,      125,    20849,    59486,    10668,     8495,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   52, 1906.3355,      181,   645216,   5.0000,   688042,     2399,     0000, 0.00028052621,        0,        0,      180,   903465,   900087,        0,        0, 816.16248, 183727.83,        0,        0,      111,    17221,    50901,     8743,     7378,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   53, 1942.0454,      175,   647494,   5.0000,   690577,     2411,     0000, 0.00027027277,        0,        0,      175,   906081,   904247,        0,        0, 819.6698, 183763.59,        0,        0,      101,    14337,    44259,     7053,     6332,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   54, 1977.8032,      182,   652212,   5.0000,   695551,     2378,     0000, 0.00027905037,        0,        0,      182,   913163,   910263,        0,        0, 819.95148, 183799.3,        0,        0,       78,    12559,    39460,     6127,     5759,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   55, 2013.5106,      156,   651127,   5.0000,   694440,     2397,     0000, 0.0002395846,        0,        0,      156,   911456,   909431,        0,        0, 820.01202, 183835.01,        0,        0,       94,    11238,    36757,     5708,     5343,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   56, 2049.2178,      166,   650061,   5.0000,   693036,     2427,     0000, 0.00025536065,        0,        0,      165,   910255,   907098,        0,        0, 820.00391, 183870.71,        0,        0,       65,    10407,    34669,     5169,     4950,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   57, 2084.9216,      187,   649160,   5.0000,   692203,     2412,     0000, 0.00028806458,        0,        0,      187,   909578,   905642,        0,        0, 820.00928, 183906.41,        0,        0,       78,     9992,    33046,     4979,     4809,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   58, 2120.6239,      168,   648265,   5.0000,   691320,     2406,     0000, 0.00025915328,        0,        0,      167,   907800,   904646,        0,        0, 820.01178, 183947.95,        0,        0,       65,     9451,    32186,     4730,     4728,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   59, 2162.1583,      184,   646892,   5.0000,   689839,     2419,     0000, 0.00028443697,        0,        0,      184,   906602,   901519,        0,        0, 820.00513, 183983.65,        0,        0,       80,     9080,    31083,     4488,     4577,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   60, 2197.8655,      136,   646041,   5.0000,   688773,     2416,     0000, 0.00021051296,        0,        0,      136,   904217,   901776,        0,        0, 819.98438, 184019.36,        0,        0,       62,     8829,    30845,     4421,     4396,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   61, 2233.5763,      173,   645072,   5.0000,   687860,     2391,     0000, 0.00026818712,        0,        0,      173,   903640,   899921,        0,        0, 819.99512, 184055.07,        0,        0,       74,     8676,    29868,     4474,     4328,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   62, 2269.2855,      179,   652251,   5.0000,   695546,     2380,     0000, 0.00027443423,        0,        0,      179,   912580,   911255,        0,        0, 819.98053, 184090.78,        0,        0,       65,     8538,    30225,     4430,     4248,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   63, 2304.9939,      174,   651411,   5.0000,   694697,     2369,     0000, 0.00026711247,        0,        0,      174,   911885,   909268,        0,        0, 819.99982, 184126.53,        0,        0,       61,     8379,    29691,     4405,     4149,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   64, 2340.7463,      176,   650338,   5.0000,   693544,     2382,     0000, 0.0002706285,        0,        0,      176,   910406,   907546,        0,        0, 820.01477, 184162.25,        0,        0,       49,     8385,    29852,     4332,     4214,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   65, 2376.4558,      181,   649254,   5.0000,   692306,     2388,     0000, 0.00027878149,        0,        0,      181,   909947,   905201,        0,        0, 820.03528, 184204.12,        0,        0,       53,     8336,    29490,     4220,     4268,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   66, 2418.3273,      177,   648394,   5.0000,   691472,     2409,     0000, 0.00027298217,        0,        0,      177,   908173,   904843,        0,        0, 820.01562, 184239.82,        0,        0,       76,     8180,    28805,     4165,     4122,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   67, 2454.0364,      188,   647497,   5.0000,   690572,     2420,     0000, 0.00029034884,        0,        0,      188,   906922,   903607,        0,        0, 819.94733, 184275.53,        0,        0,       54,     8089,    28988,     4118,     4175,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   68, 2489.7414,      141,   646474,   5.0000,   689385,     2389,     0000, 0.00021810622,        0,        0,      141,   904735,   902545,        0,        0, 820.00311, 184311.24,        0,        0,       72,     7927,    28634,     4168,     4133,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   69, 2525.4484,      155,   645764,   5.0000,   688759,     2400,     0000, 0.00024002577,        0,        0,      155,   904429,   900961,        0,        0, 820.02039, 184346.95,        0,        0,       82,     8035,    28590,     4133,     4108,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   70, 2561.1620,      148,   652740,   5.0000,   696123,     2413,     0000, 0.00022673653,        0,        0,      148,   913978,   910902,        0,        0, 820.01288, 184382.68,        0,        0,       70,     8001,    28801,     4226,     4068,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   71, 2596.8966,      178,   651951,   5.0000,   695311,     2402,     0000, 0.00027302665,        0,        0,      178,   913091,   909788,        0,        0, 819.99518, 184418.39,        0,        0,       65,     7934,    28596,     4139,     4071,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   72, 2632.6019,      150,   650582,   5.0000,   693577,     2401,     0000, 0.00023056279,        0,        0,      150,   911426,   907470,        0,        0, 820.02161,   184457,        0,        0,       65,     8051,    28339,     3984,     4040,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   73, 2671.2120,      172,   649989,   5.0000,   693006,     2403,     0000, 0.00026461986,        0,        0,      172,   910075,   906593,        0,        0, 819.9751, 184492.7,        0,        0,       58,     7878,    28340,     3982,     4036,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   74, 2706.9144,      154,   648894,   5.0000,   692129,     2403,     0000, 0.0002373269,        0,        0,      154,   908483,   905780,        0,        0, 820.00488, 184528.4,        0,        0,       59,     7931,    28248,     4071,     4057,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   75, 2742.6185,      152,   648077,   5.0000,   691010,     2402,     0000, 0.00023454003,        0,        0,      152,   907634,   903765,        0,        0, 819.98328, 184564.11,        0,        0,       72,     7949,    27982,     4002,     4040,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   76, 2778.3203,      178,   646813,   5.0000,   689672,     2404,     0000, 0.00027519546,        0,        0,      178,   905236,   902967,        0,        0, 819.95947, 184599.82,        0,        0,       54,     7618,    27522,     3888,     4127,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   77, 2814.0279,      150,   646089,   5.0000,   689070,     2401,     0000, 0.00023216616,        0,        0,      150,   904657,   901308,        0,        0, 819.98901, 184635.52,        0,        0,       59,     7862,    27845,     4039,     3932,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   78, 2849.7322,      183,   652634,   5.0000,   696134,     2414,     0000, 0.00028040219,        0,        0,      183,   914052,   910408,        0,        0, 819.98358, 184671.22,        0,        0,       68,     7765,    28066,     3999,     3970,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   79, 2885.4353,      179,   652427,   5.0000,   695610,     2412,     0000, 0.0002743602,        0,        0,      179,   913338,   910473,        0,        0, 819.97699, 184713.26,        0,        0,       68,     7842,    27958,     3930,     4020,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   80, 2927.4700,      162,   651060,   5.0000,   694246,     2399,     0000, 0.00024882499,        0,        0,      163,   911568,   908448,        0,        0, 819.98932, 184748.96,        0,        0,       48,     7737,    27826,     3947,     3939,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   81, 2963.1755,      189,   650023,   5.0000,   693265,     2382,     0000, 0.00029075894,        0,        0,      189,   910379,   907041,        0,        0, 820.01178, 184784.67,        0,        0,       63,     7694,    27611,     3921,     3977,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   82, 2998.8845,      177,   648999,   5.0000,   692047,     2392,     0000, 0.00027272769,        0,        0,      177,   908308,   905572,        0,        0, 819.97089, 184820.4,        0,        0,       75,     7818,    27900,     3868,     3943,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   83, 3034.6088,      174,   648131,   5.0000,   691121,     2398,     0000, 0.00026846425,        0,        0,      173,   907269,   904504,        0,        0, 820.02942, 184856.1,        0,        0,       59,     7776,    27440,     3890,     3954,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   84, 3070.3158,      169,   647521,   5.0000,   690333,     2388,     0000, 0.0002609954,        0,        0,      169,   906705,   902938,        0,        0, 819.96948, 184891.84,        0,        0,       59,     7614,    27926,     3960,     3906,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
