radians	I
17.637220	266.874900
17.647570	262.818200
17.657920	259.375200
17.668270	256.367600
17.678620	253.581200
17.688960	251.066600
17.699310	248.890000
17.709660	247.026600
17.720010	245.568500
17.730360	244.353600
17.740700	243.596600
17.751050	242.895400
17.761400	242.404100
17.771750	242.193000
17.782100	242.224500
17.792440	242.593700
17.802790	243.232700
17.813140	244.020500
17.823490	245.028700
17.833840	246.425200
17.844180	248.270800
17.854530	250.664000
17.864880	253.645700
17.875230	257.169800
17.885580	262.123300
17.895920	268.123800
17.906270	276.289000
17.916620	287.160100
17.926970	301.739000
17.937320	322.171800
17.947670	347.589200
17.958010	381.618200
17.968360	424.256200
17.978710	475.228300
17.989060	539.200700
